Observation_ID,Risk_Score,Actual_Class_Audit,Risk_Category,Recommended_Action,Priority_Level,Review_Status,Risk_Rank
UCI_TEST_06773,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8349
UCI_TEST_06774,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8350
UCI_TEST_06776,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8351
UCI_TEST_06778,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8352
UCI_TEST_06779,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8353
UCI_TEST_06781,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8354
UCI_TEST_06782,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8355
UCI_TEST_06783,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8356
UCI_TEST_06784,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8357
UCI_TEST_06785,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8358
UCI_TEST_06786,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8359
UCI_TEST_06787,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8360
UCI_TEST_06789,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8361
UCI_TEST_06790,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8362
UCI_TEST_06791,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8363
UCI_TEST_06792,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8364
UCI_TEST_06793,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8365
UCI_TEST_06794,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8366
UCI_TEST_06795,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8367
UCI_TEST_06796,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8368
UCI_TEST_06797,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8369
UCI_TEST_06798,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8370
UCI_TEST_06799,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8371
UCI_TEST_06800,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8372
UCI_TEST_06801,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8373
UCI_TEST_06802,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8374
UCI_TEST_06803,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8375
UCI_TEST_06804,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8376
UCI_TEST_06805,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8377
UCI_TEST_06806,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8378
UCI_TEST_06807,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8379
UCI_TEST_06808,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8380
UCI_TEST_06809,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8381
UCI_TEST_06810,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8382
UCI_TEST_06813,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8383
UCI_TEST_06815,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8384
UCI_TEST_06818,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8385
UCI_TEST_06819,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8386
UCI_TEST_06820,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8387
UCI_TEST_06821,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8388
UCI_TEST_06823,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8389
UCI_TEST_06825,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8390
UCI_TEST_06826,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8391
UCI_TEST_06827,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8392
UCI_TEST_06828,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8393
UCI_TEST_06829,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8394
UCI_TEST_06830,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8395
UCI_TEST_06831,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8396
UCI_TEST_06832,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8397
UCI_TEST_06833,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8398
UCI_TEST_06834,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8399
UCI_TEST_06836,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8400
UCI_TEST_06837,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8401
UCI_TEST_06838,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8402
UCI_TEST_06839,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8403
UCI_TEST_06840,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8404
UCI_TEST_06842,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8405
UCI_TEST_06844,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8406
UCI_TEST_06845,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8407
UCI_TEST_06847,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8408
UCI_TEST_06848,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8409
UCI_TEST_06849,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8410
UCI_TEST_06850,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8411
UCI_TEST_06852,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8412
UCI_TEST_06853,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8413
UCI_TEST_06854,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8414
UCI_TEST_06855,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8415
UCI_TEST_06856,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8416
UCI_TEST_06857,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8417
UCI_TEST_06858,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8418
UCI_TEST_06859,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8419
UCI_TEST_06860,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8420
UCI_TEST_06861,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8421
UCI_TEST_06863,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8422
UCI_TEST_06864,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8423
UCI_TEST_06865,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8424
UCI_TEST_06866,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8425
UCI_TEST_06867,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8426
UCI_TEST_06868,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8427
UCI_TEST_06870,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8428
UCI_TEST_06871,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8429
UCI_TEST_06872,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8430
UCI_TEST_06874,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8431
UCI_TEST_06875,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8432
UCI_TEST_06876,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8433
UCI_TEST_06877,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8434
UCI_TEST_06878,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8435
UCI_TEST_06879,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8436
UCI_TEST_06880,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8437
UCI_TEST_06882,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8438
UCI_TEST_06883,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8439
UCI_TEST_06884,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8440
UCI_TEST_06885,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8441
UCI_TEST_06886,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8442
UCI_TEST_06888,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8443
UCI_TEST_06889,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8444
UCI_TEST_06890,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8445
UCI_TEST_06891,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8446
UCI_TEST_06892,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8447
UCI_TEST_06893,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8448
UCI_TEST_06895,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8449
UCI_TEST_06898,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8450
UCI_TEST_06899,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8451
UCI_TEST_06900,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8452
UCI_TEST_06902,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8453
UCI_TEST_06903,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8454
UCI_TEST_06904,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8455
UCI_TEST_06906,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8456
UCI_TEST_06907,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8457
UCI_TEST_06909,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8458
UCI_TEST_06910,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8459
UCI_TEST_06911,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8460
UCI_TEST_06912,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8461
UCI_TEST_06913,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8462
UCI_TEST_06914,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8463
UCI_TEST_06915,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8464
UCI_TEST_06917,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8465
UCI_TEST_06918,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8466
UCI_TEST_06919,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8467
UCI_TEST_06920,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8468
UCI_TEST_06921,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8469
UCI_TEST_06923,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8470
UCI_TEST_06925,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8471
UCI_TEST_06926,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8472
UCI_TEST_06927,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8473
UCI_TEST_06929,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8474
UCI_TEST_06930,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8475
UCI_TEST_06931,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8476
UCI_TEST_06932,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8477
UCI_TEST_06933,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8478
UCI_TEST_06934,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8479
UCI_TEST_06937,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8480
UCI_TEST_06938,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8481
UCI_TEST_06939,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8482
UCI_TEST_06940,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8483
UCI_TEST_06941,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8484
UCI_TEST_06942,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8485
UCI_TEST_06943,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8486
UCI_TEST_06944,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8487
UCI_TEST_06947,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8488
UCI_TEST_06949,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8489
UCI_TEST_06952,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8490
UCI_TEST_06953,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8491
UCI_TEST_06955,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8492
UCI_TEST_06958,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8493
UCI_TEST_06959,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8494
UCI_TEST_06960,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8495
UCI_TEST_06961,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8496
UCI_TEST_06962,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8497
UCI_TEST_06963,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8498
UCI_TEST_06964,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8499
UCI_TEST_06965,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8500
UCI_TEST_06966,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8501
UCI_TEST_06967,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8502
UCI_TEST_06969,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8503
UCI_TEST_06970,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8504
UCI_TEST_06971,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8505
UCI_TEST_06972,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8506
UCI_TEST_06973,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8507
UCI_TEST_06974,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8508
UCI_TEST_06975,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8509
UCI_TEST_06976,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8510
UCI_TEST_06978,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8511
UCI_TEST_06979,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8512
UCI_TEST_06980,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8513
UCI_TEST_06984,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8514
UCI_TEST_06985,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8515
UCI_TEST_06986,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8516
UCI_TEST_06988,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8517
UCI_TEST_06989,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8518
UCI_TEST_06990,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8519
UCI_TEST_06991,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8520
UCI_TEST_06992,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8521
UCI_TEST_06994,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8522
UCI_TEST_06996,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8523
UCI_TEST_06997,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8524
UCI_TEST_06998,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8525
UCI_TEST_06999,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8526
UCI_TEST_07000,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8527
UCI_TEST_07001,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8528
UCI_TEST_07002,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8529
UCI_TEST_07006,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8530
UCI_TEST_07007,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8531
UCI_TEST_07008,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8532
UCI_TEST_07009,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8533
UCI_TEST_07010,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8534
UCI_TEST_07011,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8535
UCI_TEST_07012,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8536
UCI_TEST_07013,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8537
UCI_TEST_07014,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8538
UCI_TEST_07015,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8539
UCI_TEST_07016,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8540
UCI_TEST_07017,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8541
UCI_TEST_07018,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8542
UCI_TEST_07019,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8543
UCI_TEST_07021,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8544
UCI_TEST_07023,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8545
UCI_TEST_07024,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8546
UCI_TEST_07025,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8547
UCI_TEST_07026,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8548
UCI_TEST_07028,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8549
UCI_TEST_07029,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8550
UCI_TEST_07031,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8551
UCI_TEST_07032,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8552
UCI_TEST_07033,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8553
UCI_TEST_07034,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8554
UCI_TEST_07035,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8555
UCI_TEST_07036,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8556
UCI_TEST_07037,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8557
UCI_TEST_07038,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8558
UCI_TEST_07039,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8559
UCI_TEST_07040,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8560
UCI_TEST_07041,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8561
UCI_TEST_07042,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8562
UCI_TEST_07043,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8563
UCI_TEST_07044,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8564
UCI_TEST_07045,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8565
UCI_TEST_07046,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8566
UCI_TEST_07047,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8567
UCI_TEST_07048,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8568
UCI_TEST_07049,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8569
UCI_TEST_07051,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8570
UCI_TEST_07052,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8571
UCI_TEST_07053,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8572
UCI_TEST_07054,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8573
UCI_TEST_07055,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8574
UCI_TEST_07056,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8575
UCI_TEST_07057,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8576
UCI_TEST_07058,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8577
UCI_TEST_07059,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8578
UCI_TEST_07060,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8579
UCI_TEST_07061,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8580
UCI_TEST_07062,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8581
UCI_TEST_07064,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8582
UCI_TEST_07065,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8583
UCI_TEST_07066,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8584
UCI_TEST_07067,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8585
UCI_TEST_07068,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8586
UCI_TEST_07069,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8587
UCI_TEST_07070,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8588
UCI_TEST_07071,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8589
UCI_TEST_07072,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8590
UCI_TEST_07074,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8591
UCI_TEST_07075,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8592
UCI_TEST_07076,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8593
UCI_TEST_07078,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8594
UCI_TEST_07079,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8595
UCI_TEST_07080,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8596
UCI_TEST_07081,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8597
UCI_TEST_07082,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8598
UCI_TEST_07083,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8599
UCI_TEST_07084,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8600
UCI_TEST_07085,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8601
UCI_TEST_07086,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8602
UCI_TEST_07087,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8603
UCI_TEST_07090,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8604
UCI_TEST_07091,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8605
UCI_TEST_07092,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8606
UCI_TEST_07094,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8607
UCI_TEST_07095,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8608
UCI_TEST_07096,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8609
UCI_TEST_07097,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8610
UCI_TEST_07098,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8611
UCI_TEST_07099,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8612
UCI_TEST_07100,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8613
UCI_TEST_07101,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8614
UCI_TEST_07102,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8615
UCI_TEST_07103,0.0,neg,Lower,Continue monitoring; no automatic intervention,P3,Routine monitoring,8616
